user_id,name,location,genre_preferences,instruments,primary_role,skill_level,years_of_experience,languages,activity,ratings_feedback,privacy_settings
MUS2390,William Smith,Seattle,"['Pop', 'Classical', 'Hip-Hop']","['Piano', 'Violin']",Sound Engineer,Advanced,1,"['English', 'French']","{'last_login': '2025-02-25', 'total_projects_created': 24, 'songs_uploaded': 81, 'profile_views': 991}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 27', 'Review 32']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS7449,Emma Rodriguez,Miami,"['Rock', 'Pop', 'Hip-Hop']",['Guitar'],Singer,Advanced,25,['Japanese'],"{'last_login': '2025-02-28', 'total_projects_created': 16, 'songs_uploaded': 17, 'profile_views': 3078}","{'average_collaboration_rating': 3.8, 'reviews': ['Review 76', 'Review 100', 'Review 3']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS6443,Olivia Martinez,San Francisco,"['Hip-Hop', 'Jazz', 'Pop']","['Piano', 'Guitar']",Singer,Advanced,9,['Italian'],"{'last_login': '2025-02-6', 'total_projects_created': 39, 'songs_uploaded': 20, 'profile_views': 4499}","{'average_collaboration_rating': 3.4, 'reviews': ['Review 7', 'Review 56', 'Review 38']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS6887,Liam Jones,Austin,"['Rock', 'Reggae', 'Classical']","['Flute', 'Saxophone']",Singer,Advanced,1,['Portuguese'],"{'last_login': '2025-02-7', 'total_projects_created': 48, 'songs_uploaded': 3, 'profile_views': 2145}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 85', 'Review 1']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8646,Benjamin Williams,Boston,['Hip-Hop'],['Saxophone'],Singer,Intermediate,7,['French'],"{'last_login': '2025-02-19', 'total_projects_created': 20, 'songs_uploaded': 27, 'profile_views': 2366}","{'average_collaboration_rating': 4.4, 'reviews': ['Review 29', 'Review 24']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS9514,Liam Davis,Boston,"['Reggae', 'Metal', 'Folk']","['Guitar', 'Flute']",Composer,Intermediate,21,"['English', 'Japanese']","{'last_login': '2025-02-3', 'total_projects_created': 24, 'songs_uploaded': 46, 'profile_views': 4811}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 86']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS2878,Isabella Johnson,Denver,"['Jazz', 'Rock']",['Bass'],Composer,Advanced,25,"['Italian', 'Portuguese', 'French']","{'last_login': '2025-02-20', 'total_projects_created': 40, 'songs_uploaded': 7, 'profile_views': 4742}","{'average_collaboration_rating': 3.1, 'reviews': ['Review 7', 'Review 92']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS6340,James Jones,Miami,['Rock'],"['Trumpet', 'Piano']",Singer,Professional,19,"['English', 'Portuguese', 'French']","{'last_login': '2025-02-2', 'total_projects_created': 1, 'songs_uploaded': 26, 'profile_views': 2415}","{'average_collaboration_rating': 4.5, 'reviews': ['Review 33', 'Review 51']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS7090,Liam Jones,New York,"['Pop', 'Jazz', 'Rock']",['Guitar'],Composer,Professional,30,['Japanese'],"{'last_login': '2025-02-16', 'total_projects_created': 5, 'songs_uploaded': 89, 'profile_views': 3685}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 58']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS8122,Liam Jones,Miami,"['EDM', 'Reggae', 'EDM']",['Trumpet'],Singer,Intermediate,1,['Spanish'],"{'last_login': '2025-02-24', 'total_projects_created': 22, 'songs_uploaded': 83, 'profile_views': 4927}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 13']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS3910,William Garcia,Boston,['Rock'],['Guitar'],Singer,Professional,23,"['Portuguese', 'Italian']","{'last_login': '2025-02-6', 'total_projects_created': 16, 'songs_uploaded': 30, 'profile_views': 3495}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 35', 'Review 47', 'Review 20']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS1657,Ava Brown,Los Angeles,['Classical'],"['Trumpet', 'Trumpet']",Composer,Advanced,26,"['Japanese', 'Italian']","{'last_login': '2025-02-27', 'total_projects_created': 1, 'songs_uploaded': 66, 'profile_views': 17}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 33', 'Review 79', 'Review 41']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS2724,James Rodriguez,Seattle,"['Rock', 'Metal']",['Flute'],Producer,Intermediate,11,"['Italian', 'Spanish', 'Japanese']","{'last_login': '2025-02-12', 'total_projects_created': 18, 'songs_uploaded': 73, 'profile_views': 2531}","{'average_collaboration_rating': 3.1, 'reviews': ['Review 27']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS5827,Noah Brown,Seattle,"['Rock', 'EDM']","['Drums', 'Drums']",Sound Engineer,Intermediate,17,"['Spanish', 'Portuguese', 'Japanese']","{'last_login': '2025-02-16', 'total_projects_created': 28, 'songs_uploaded': 76, 'profile_views': 3852}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 98', 'Review 21']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS2388,Liam Jones,Los Angeles,['Rock'],"['Trumpet', 'Guitar']",Singer,Advanced,20,['French'],"{'last_login': '2025-02-10', 'total_projects_created': 41, 'songs_uploaded': 29, 'profile_views': 2591}","{'average_collaboration_rating': 3.6, 'reviews': ['Review 4', 'Review 33']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS8346,William Martinez,Boston,"['Rock', 'Pop']",['Drums'],Sound Engineer,Beginner,14,['German'],"{'last_login': '2025-02-6', 'total_projects_created': 18, 'songs_uploaded': 57, 'profile_views': 2188}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 57', 'Review 32', 'Review 93']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS6490,Isabella Garcia,New York,"['Reggae', 'EDM', 'Pop']","['Guitar', 'Piano']",Producer,Intermediate,19,['Spanish'],"{'last_login': '2025-02-4', 'total_projects_created': 34, 'songs_uploaded': 97, 'profile_views': 3909}","{'average_collaboration_rating': 3.5, 'reviews': ['Review 37', 'Review 89', 'Review 75']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS8802,James Williams,Boston,['Jazz'],['Drums'],Singer,Professional,16,"['French', 'Portuguese']","{'last_login': '2025-02-16', 'total_projects_created': 7, 'songs_uploaded': 53, 'profile_views': 705}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 85', 'Review 47']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS9309,Ava Williams,Boston,"['Rock', 'Classical', 'Pop']",['Piano'],Producer,Advanced,26,"['Italian', 'German']","{'last_login': '2025-02-4', 'total_projects_created': 50, 'songs_uploaded': 38, 'profile_views': 3838}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 16', 'Review 43', 'Review 6']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS2761,Olivia Martinez,Denver,"['Pop', 'Classical', 'Rock']",['Guitar'],Multi-Instrumentalist,Advanced,30,"['German', 'Japanese']","{'last_login': '2025-02-1', 'total_projects_created': 28, 'songs_uploaded': 86, 'profile_views': 1171}","{'average_collaboration_rating': 5.0, 'reviews': ['Review 46']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8895,Noah Smith,San Francisco,"['Rock', 'Rock']",['Drums'],Multi-Instrumentalist,Intermediate,3,"['Spanish', 'French', 'Japanese']","{'last_login': '2025-02-13', 'total_projects_created': 11, 'songs_uploaded': 14, 'profile_views': 4091}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 95']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS1201,William Johnson,Houston,['Pop'],"['Guitar', 'Piano']",Singer,Professional,27,['Italian'],"{'last_login': '2025-02-8', 'total_projects_created': 25, 'songs_uploaded': 26, 'profile_views': 3141}","{'average_collaboration_rating': 4.0, 'reviews': ['Review 99', 'Review 57']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS7689,Liam Miller,Boston,['Jazz'],['Guitar'],Singer,Intermediate,27,['Japanese'],"{'last_login': '2025-02-18', 'total_projects_created': 6, 'songs_uploaded': 54, 'profile_views': 663}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 96', 'Review 57']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS4158,Ava Jones,Seattle,"['Pop', 'EDM']",['Bass'],Lyricist,Beginner,25,"['Italian', 'French', 'Portuguese']","{'last_login': '2025-02-23', 'total_projects_created': 19, 'songs_uploaded': 70, 'profile_views': 3845}","{'average_collaboration_rating': 4.4, 'reviews': ['Review 93', 'Review 8']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6804,Sophia Williams,Austin,['Jazz'],['Saxophone'],Composer,Beginner,4,['French'],"{'last_login': '2025-02-14', 'total_projects_created': 4, 'songs_uploaded': 43, 'profile_views': 3188}","{'average_collaboration_rating': 3.1, 'reviews': ['Review 45', 'Review 42']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS1037,Benjamin Martinez,San Francisco,"['Jazz', 'Blues']","['Piano', 'Saxophone']",Sound Engineer,Professional,16,"['Portuguese', 'French', 'Italian']","{'last_login': '2025-02-13', 'total_projects_created': 13, 'songs_uploaded': 45, 'profile_views': 485}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 28']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS3783,Noah Brown,San Francisco,"['EDM', 'Jazz']","['Guitar', 'Guitar']",Composer,Intermediate,7,"['Japanese', 'German', 'English']","{'last_login': '2025-02-1', 'total_projects_created': 5, 'songs_uploaded': 40, 'profile_views': 4469}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 98']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS7858,Isabella Miller,Houston,"['Classical', 'Pop']",['Violin'],Producer,Advanced,4,"['German', 'French']","{'last_login': '2025-02-3', 'total_projects_created': 23, 'songs_uploaded': 58, 'profile_views': 3501}","{'average_collaboration_rating': 3.3, 'reviews': ['Review 46', 'Review 69', 'Review 89']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS7955,Benjamin Johnson,Boston,['Rock'],['Drums'],Producer,Advanced,28,['Spanish'],"{'last_login': '2025-02-26', 'total_projects_created': 13, 'songs_uploaded': 39, 'profile_views': 94}","{'average_collaboration_rating': 4.1, 'reviews': ['Review 95']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS3751,Emma Rodriguez,Chicago,"['Rock', 'Pop', 'Pop']","['Guitar', 'Guitar']",Singer,Beginner,20,['Spanish'],"{'last_login': '2025-02-25', 'total_projects_created': 35, 'songs_uploaded': 90, 'profile_views': 1033}","{'average_collaboration_rating': 3.4, 'reviews': ['Review 15']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS7859,Isabella Williams,Houston,"['Rock', 'Rock', 'Jazz']",['Saxophone'],Singer,Professional,4,['Spanish'],"{'last_login': '2025-02-20', 'total_projects_created': 5, 'songs_uploaded': 40, 'profile_views': 4043}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 90']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6622,Liam Smith,Los Angeles,['Classical'],['Piano'],Producer,Intermediate,3,"['German', 'French']","{'last_login': '2025-02-14', 'total_projects_created': 20, 'songs_uploaded': 25, 'profile_views': 2835}","{'average_collaboration_rating': 3.8, 'reviews': ['Review 32']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS1729,Isabella Jones,Chicago,"['EDM', 'Pop', 'Jazz']",['Flute'],Sound Engineer,Intermediate,16,"['German', 'French']","{'last_login': '2025-02-28', 'total_projects_created': 13, 'songs_uploaded': 3, 'profile_views': 2937}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 12', 'Review 69', 'Review 43']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS7566,Noah Rodriguez,Houston,"['Pop', 'Hip-Hop', 'Jazz']","['Synthesizer', 'Piano']",Singer,Intermediate,3,"['Italian', 'French', 'Spanish']","{'last_login': '2025-02-24', 'total_projects_created': 44, 'songs_uploaded': 95, 'profile_views': 2067}","{'average_collaboration_rating': 4.5, 'reviews': ['Review 58']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS9340,Emma Davis,Boston,"['Classical', 'Blues', 'Rock']","['Drums', 'Violin']",Composer,Professional,13,['Italian'],"{'last_login': '2025-02-19', 'total_projects_created': 13, 'songs_uploaded': 84, 'profile_views': 2408}","{'average_collaboration_rating': 3.8, 'reviews': ['Review 30', 'Review 40', 'Review 55']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS6657,Sophia Miller,Houston,"['Reggae', 'Classical', 'Rock']","['Guitar', 'Bass']",Lyricist,Advanced,12,['English'],"{'last_login': '2025-02-22', 'total_projects_created': 15, 'songs_uploaded': 55, 'profile_views': 373}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 67', 'Review 28']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS6081,Benjamin Brown,Los Angeles,"['Pop', 'Metal', 'Rock']","['Piano', 'Violin']",Composer,Advanced,20,"['English', 'Italian']","{'last_login': '2025-02-16', 'total_projects_created': 36, 'songs_uploaded': 5, 'profile_views': 1451}","{'average_collaboration_rating': 4.1, 'reviews': ['Review 96', 'Review 98']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS4692,Ava Martinez,Chicago,"['Jazz', 'Classical', 'Pop']","['Cello', 'Guitar']",Singer,Advanced,3,['English'],"{'last_login': '2025-02-27', 'total_projects_created': 37, 'songs_uploaded': 22, 'profile_views': 1953}","{'average_collaboration_rating': 3.1, 'reviews': ['Review 7', 'Review 15']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS3511,Ava Davis,Los Angeles,"['Rock', 'Blues', 'EDM']",['Guitar'],Singer,Advanced,10,['Spanish'],"{'last_login': '2025-02-13', 'total_projects_created': 26, 'songs_uploaded': 76, 'profile_views': 1500}","{'average_collaboration_rating': 4.3, 'reviews': ['Review 82', 'Review 1', 'Review 80']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6140,Noah Johnson,Houston,['Hip-Hop'],['Bass'],Composer,Advanced,23,['French'],"{'last_login': '2025-02-10', 'total_projects_created': 40, 'songs_uploaded': 40, 'profile_views': 4719}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 65', 'Review 60', 'Review 56']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS7496,Isabella Smith,Boston,"['EDM', 'Rock']","['Guitar', 'Guitar']",Singer,Advanced,6,"['Portuguese', 'English', 'Italian']","{'last_login': '2025-02-26', 'total_projects_created': 1, 'songs_uploaded': 72, 'profile_views': 2681}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 93', 'Review 87', 'Review 82']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS3102,James Davis,Chicago,"['Metal', 'Classical', 'Classical']",['Guitar'],Singer,Intermediate,22,"['French', 'German']","{'last_login': '2025-02-6', 'total_projects_created': 39, 'songs_uploaded': 99, 'profile_views': 3336}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 1', 'Review 46', 'Review 46']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS3656,Isabella Davis,Austin,['Hip-Hop'],['Violin'],Singer,Advanced,27,"['German', 'Japanese']","{'last_login': '2025-02-11', 'total_projects_created': 29, 'songs_uploaded': 43, 'profile_views': 391}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 6', 'Review 30']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS6158,Noah Brown,New York,"['Pop', 'Metal']",['Guitar'],Composer,Advanced,3,"['French', 'Spanish']","{'last_login': '2025-02-5', 'total_projects_created': 48, 'songs_uploaded': 37, 'profile_views': 3680}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 54', 'Review 47']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6395,Sophia Smith,New York,"['EDM', 'EDM']","['Drums', 'Trumpet']",Singer,Intermediate,8,"['English', 'Portuguese', 'French']","{'last_login': '2025-02-10', 'total_projects_created': 22, 'songs_uploaded': 95, 'profile_views': 4254}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 52']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS9798,James Williams,Seattle,['Folk'],['Drums'],Lyricist,Advanced,27,"['Portuguese', 'Spanish', 'Japanese']","{'last_login': '2025-02-4', 'total_projects_created': 45, 'songs_uploaded': 39, 'profile_views': 4093}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 14', 'Review 64', 'Review 96']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS5745,Liam Williams,Miami,"['Hip-Hop', 'Classical']","['Trumpet', 'Saxophone']",Singer,Advanced,8,"['Spanish', 'French', 'Japanese']","{'last_login': '2025-02-13', 'total_projects_created': 8, 'songs_uploaded': 5, 'profile_views': 4616}","{'average_collaboration_rating': 3.6, 'reviews': ['Review 40', 'Review 94']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS5262,Emma Davis,New York,['Pop'],['Piano'],Singer,Intermediate,22,"['Italian', 'Japanese', 'French']","{'last_login': '2025-02-6', 'total_projects_created': 28, 'songs_uploaded': 60, 'profile_views': 188}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 59', 'Review 53', 'Review 64']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS3954,Ava Davis,Houston,"['Jazz', 'Rock']","['Guitar', 'Bass']",Lyricist,Advanced,20,"['Japanese', 'Italian', 'Spanish']","{'last_login': '2025-02-10', 'total_projects_created': 40, 'songs_uploaded': 9, 'profile_views': 4710}","{'average_collaboration_rating': 4.8, 'reviews': ['Review 33', 'Review 87']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS1154,Liam Smith,Boston,"['EDM', 'Jazz']",['Drums'],Singer,Intermediate,4,"['Italian', 'French', 'English']","{'last_login': '2025-02-13', 'total_projects_created': 28, 'songs_uploaded': 36, 'profile_views': 88}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 2']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS5389,Sophia Davis,San Francisco,['Rock'],"['Guitar', 'Piano']",Sound Engineer,Professional,12,['German'],"{'last_login': '2025-02-25', 'total_projects_created': 31, 'songs_uploaded': 37, 'profile_views': 289}","{'average_collaboration_rating': 3.4, 'reviews': ['Review 60', 'Review 50']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS6615,Benjamin Williams,San Francisco,"['Rock', 'Hip-Hop']",['Guitar'],Lyricist,Advanced,16,"['French', 'Japanese']","{'last_login': '2025-02-2', 'total_projects_created': 38, 'songs_uploaded': 61, 'profile_views': 3222}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 92']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS3255,Noah Davis,Seattle,"['Blues', 'EDM', 'EDM']","['Guitar', 'Guitar']",Composer,Intermediate,17,['Italian'],"{'last_login': '2025-02-13', 'total_projects_created': 30, 'songs_uploaded': 83, 'profile_views': 3675}","{'average_collaboration_rating': 4.4, 'reviews': ['Review 25', 'Review 79']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS4973,Noah Garcia,Los Angeles,['Hip-Hop'],"['Violin', 'Guitar']",Lyricist,Advanced,27,"['Spanish', 'Portuguese']","{'last_login': '2025-02-9', 'total_projects_created': 40, 'songs_uploaded': 25, 'profile_views': 3107}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 52', 'Review 11']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS9574,Benjamin Jones,Denver,['Pop'],['Saxophone'],Singer,Advanced,6,"['Japanese', 'Spanish']","{'last_login': '2025-02-27', 'total_projects_created': 8, 'songs_uploaded': 74, 'profile_views': 4357}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 52', 'Review 7', 'Review 100']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS3788,Isabella Johnson,Chicago,['Hip-Hop'],['Violin'],Singer,Advanced,15,['German'],"{'last_login': '2025-02-21', 'total_projects_created': 49, 'songs_uploaded': 64, 'profile_views': 2052}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 31', 'Review 90', 'Review 8']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS5401,Olivia Davis,Miami,"['Hip-Hop', 'Classical']","['Piano', 'Drums']",Singer,Advanced,19,"['Japanese', 'English', 'Portuguese']","{'last_login': '2025-02-28', 'total_projects_created': 6, 'songs_uploaded': 46, 'profile_views': 2967}","{'average_collaboration_rating': 4.0, 'reviews': ['Review 96']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS8077,Benjamin Williams,Denver,"['Rock', 'EDM', 'Pop']",['Drums'],Composer,Advanced,28,"['French', 'Spanish', 'Portuguese']","{'last_login': '2025-02-5', 'total_projects_created': 38, 'songs_uploaded': 39, 'profile_views': 3802}","{'average_collaboration_rating': 4.4, 'reviews': ['Review 9', 'Review 48', 'Review 16']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS4486,James Williams,Miami,['Blues'],['Guitar'],Composer,Intermediate,19,"['Italian', 'Portuguese', 'Japanese']","{'last_login': '2025-02-12', 'total_projects_created': 31, 'songs_uploaded': 62, 'profile_views': 2489}","{'average_collaboration_rating': 3.3, 'reviews': ['Review 14', 'Review 84']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS2119,James Smith,Boston,"['Rock', 'Rock']",['Drums'],Lyricist,Professional,3,"['Italian', 'Japanese', 'German']","{'last_login': '2025-02-2', 'total_projects_created': 26, 'songs_uploaded': 5, 'profile_views': 4646}","{'average_collaboration_rating': 3.3, 'reviews': ['Review 81', 'Review 49', 'Review 75']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS2649,Olivia Williams,Seattle,['EDM'],['Guitar'],Singer,Intermediate,8,"['French', 'English']","{'last_login': '2025-02-23', 'total_projects_created': 46, 'songs_uploaded': 86, 'profile_views': 4366}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 10', 'Review 73', 'Review 100']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS1128,Ava Williams,Boston,['Pop'],['Drums'],Singer,Professional,9,"['Portuguese', 'Spanish']","{'last_login': '2025-02-12', 'total_projects_created': 44, 'songs_uploaded': 2, 'profile_views': 4505}","{'average_collaboration_rating': 3.0, 'reviews': ['Review 31', 'Review 79', 'Review 95']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS1466,Isabella Martinez,Los Angeles,"['Classical', 'Pop']","['Bass', 'Piano']",Lyricist,Advanced,21,['Portuguese'],"{'last_login': '2025-02-10', 'total_projects_created': 23, 'songs_uploaded': 89, 'profile_views': 4102}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 57', 'Review 22', 'Review 68']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS5785,William Rodriguez,Austin,['Pop'],['Guitar'],Producer,Advanced,14,"['Italian', 'German']","{'last_login': '2025-02-13', 'total_projects_created': 24, 'songs_uploaded': 45, 'profile_views': 3532}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 27']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6842,Benjamin Davis,New York,"['Blues', 'Pop']",['Piano'],Singer,Advanced,21,"['Japanese', 'Portuguese']","{'last_login': '2025-02-19', 'total_projects_created': 33, 'songs_uploaded': 97, 'profile_views': 787}","{'average_collaboration_rating': 4.0, 'reviews': ['Review 41', 'Review 87', 'Review 71']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS9435,Liam Jones,Miami,"['Classical', 'Blues', 'EDM']",['Saxophone'],Producer,Advanced,25,['Spanish'],"{'last_login': '2025-02-7', 'total_projects_created': 32, 'songs_uploaded': 37, 'profile_views': 928}","{'average_collaboration_rating': 3.3, 'reviews': ['Review 73', 'Review 74', 'Review 43']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS7800,Ava Johnson,San Francisco,['EDM'],['Piano'],Singer,Advanced,15,"['French', 'Italian', 'Portuguese']","{'last_login': '2025-02-13', 'total_projects_created': 22, 'songs_uploaded': 76, 'profile_views': 1419}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 51', 'Review 20', 'Review 44']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS1509,Ava Johnson,Los Angeles,['Pop'],"['Flute', 'Bass']",Singer,Advanced,8,"['French', 'English']","{'last_login': '2025-02-28', 'total_projects_created': 44, 'songs_uploaded': 41, 'profile_views': 3466}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 8', 'Review 89']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS9968,Emma Brown,Los Angeles,"['Rock', 'Pop']",['Drums'],Singer,Advanced,24,"['Spanish', 'French']","{'last_login': '2025-02-14', 'total_projects_created': 16, 'songs_uploaded': 96, 'profile_views': 2415}","{'average_collaboration_rating': 4.3, 'reviews': ['Review 77']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS6434,Liam Johnson,Chicago,"['Jazz', 'Rock']","['Guitar', 'Guitar']",Singer,Intermediate,12,"['German', 'Japanese']","{'last_login': '2025-02-12', 'total_projects_created': 33, 'songs_uploaded': 69, 'profile_views': 4562}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 60', 'Review 25']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8657,Emma Brown,Miami,"['EDM', 'Rock']",['Guitar'],Singer,Advanced,6,"['Spanish', 'French', 'Portuguese']","{'last_login': '2025-02-27', 'total_projects_created': 15, 'songs_uploaded': 13, 'profile_views': 810}","{'average_collaboration_rating': 4.3, 'reviews': ['Review 48', 'Review 70', 'Review 97']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS2326,William Brown,San Francisco,['Pop'],['Guitar'],Singer,Intermediate,8,"['Italian', 'Spanish']","{'last_login': '2025-02-18', 'total_projects_created': 46, 'songs_uploaded': 29, 'profile_views': 1291}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 13', 'Review 54']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS9818,Benjamin Davis,Houston,['Hip-Hop'],"['Trumpet', 'Piano']",Singer,Intermediate,8,"['Spanish', 'English']","{'last_login': '2025-02-8', 'total_projects_created': 14, 'songs_uploaded': 32, 'profile_views': 4162}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 74', 'Review 5']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS9145,James Williams,San Francisco,"['EDM', 'Rock', 'Jazz']","['Piano', 'Bass']",Singer,Advanced,11,"['Portuguese', 'Japanese']","{'last_login': '2025-02-22', 'total_projects_created': 18, 'songs_uploaded': 18, 'profile_views': 4682}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 96', 'Review 39']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS5594,Sophia Williams,San Francisco,['Blues'],"['Synthesizer', 'Violin']",Singer,Advanced,11,"['German', 'Spanish', 'English']","{'last_login': '2025-02-11', 'total_projects_created': 10, 'songs_uploaded': 48, 'profile_views': 4471}","{'average_collaboration_rating': 4.5, 'reviews': ['Review 66', 'Review 21']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS7777,Isabella Jones,Miami,"['Pop', 'Classical']",['Piano'],Composer,Intermediate,29,['English'],"{'last_login': '2025-02-23', 'total_projects_created': 18, 'songs_uploaded': 70, 'profile_views': 1481}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 88', 'Review 34', 'Review 71']}","{'data_consent': True, 'profile_visibility': 'Private'}"
